rssi0,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,rssi9,rssi10,rssi11,x,y,label
-86,-89,-78,-78,-77,-73,-79,-87,-95,-87,-88,-96,0,4,H-01
-78,-73,-71,-74,-77,-73,-88,-85,-90,-79,-92,-94,0,4,H-01
-90,-80,-66,-77,-83,-71,-91,-81,-85,-87,-88,-92,0,4,H-01
-80,-87,-61,-84,-83,-80,-91,-81,-87,-78,-91,-87,0,4,H-01
-85,-78,-78,-79,-80,-81,-78,-92,-87,-79,-81,-92,0,4,H-01
-83,-94,-78,-78,-92,-87,-85,-81,-87,-81,-94,-91,0,4,H-01
-85,-89,-75,-72,-91,-84,-97,-87,-99,-86,-84,-87,0,4,H-01
-79,-77,-77,-78,-83,-76,-85,-85,-92,-83,-82,-94,0,4,H-01
-88,-77,-77,-78,-82,-79,-82,-92,-80,-86,-82,-90,0,4,H-01
-75,-86,-60,-87,-90,-81,-80,-81,-86,-78,-90,-92,0,4,H-01
-84,-80,-73,-76,-76,-75,-85,-85,-88,-77,-83,-95,0,4,H-01
-84,-77,-65,-71,-81,-70,-90,-84,-84,-92,-93,-90,0,4,H-01
-83,-77,-74,-71,-84,-81,-87,-89,-95,-86,-97,-87,0,4,H-01
-88,-80,-73,-77,-82,-76,-81,-89,-82,-80,-81,-98,0,4,H-01
-91,-83,-80,-78,-90,-75,-86,-91,-90,-84,-89,-93,0,4,H-01
-85,-88,-79,-77,-83,-73,-78,-89,-87,-88,-85,-87,0,4,H-01
-91,-80,-73,-77,-82,-76,-82,-89,-87,-79,-81,-95,0,4,H-01
-79,-82,-96,-73,-86,-78,-85,-96,-85,-83,-92,-96,0,4,H-01
-82,-80,-62,-82,-89,-80,-90,-83,-87,-78,-94,-86,0,4,H-01
-80,-76,-76,-78,-76,-73,-83,-93,-93,-82,-97,-94,0,4,H-01
-81,-86,-77,-76,-88,-74,-81,-92,-90,-83,-83,-94,0,4,H-01
