rssi0,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,rssi9,rssi10,rssi11,x,y,label
-80,-79,-73,-84,-88,-86,-87,-80,-94,-82,-95,-100,0,0,K-01
-80,-79,-73,-84,-88,-86,-87,-80,-94,-82,-95,-100,0,0,K-01
-80,-79,-73,-84,-88,-89,-87,-80,-94,-82,-95,-100,0,0,K-01
-80,-79,-73,-84,-90,-89,-87,-80,-94,-82,-95,-100,0,0,K-01
-80,-79,-73,-84,-90,-89,-87,-80,-90,-82,-95,-100,0,0,K-01
-80,-79,-73,-84,-90,-89,-87,-80,-90,-82,-95,-100,0,0,K-01
-80,-79,-73,-84,-90,-89,-87,-80,-90,-82,-95,-100,0,0,K-01
-91,-79,-73,-84,-90,-89,-87,-80,-90,-82,-95,-100,0,0,K-01
-91,-79,-73,-84,-90,-89,-87,-80,-90,-82,-95,-100,0,0,K-01
-91,-79,-73,-84,-90,-89,-87,-80,-90,-82,-96,-100,0,0,K-01
-91,-79,-73,-84,-90,-89,-87,-79,-90,-82,-96,-100,0,0,K-01
-91,-79,-73,-84,-90,-89,-87,-79,-90,-91,-96,-100,0,0,K-01
-91,-79,-70,-84,-90,-89,-87,-79,-90,-91,-96,-100,0,0,K-01
-91,-80,-70,-84,-90,-89,-87,-79,-90,-91,-96,-100,0,0,K-01
-91,-80,-70,-84,-90,-91,-87,-79,-90,-91,-96,-100,0,0,K-01
-91,-80,-70,-84,-90,-91,-87,-79,-90,-91,-96,-100,0,0,K-01
-91,-80,-70,-84,-90,-91,-87,-79,-90,-91,-95,-100,0,0,K-01
-91,-80,-70,-82,-90,-91,-87,-79,-90,-91,-95,-100,0,0,K-01
-91,-80,-70,-82,-90,-91,-87,-79,-88,-91,-95,-100,0,0,K-01
-91,-80,-70,-82,-95,-91,-87,-79,-88,-91,-95,-100,0,0,K-01
-81,-80,-70,-82,-95,-91,-87,-79,-88,-91,-95,-100,0,0,K-01
-81,-80,-70,-82,-95,-91,-87,-82,-88,-91,-95,-100,0,0,K-01
-81,-85,-70,-82,-95,-91,-87,-82,-88,-91,-95,-100,0,0,K-01
-81,-85,-70,-82,-95,-91,-87,-82,-88,-84,-95,-100,0,0,K-01
-81,-85,-74,-82,-95,-91,-87,-82,-88,-84,-95,-100,0,0,K-01
-81,-85,-74,-82,-95,-85,-87,-82,-88,-84,-95,-100,0,0,K-01
-81,-85,-74,-82,-95,-85,-87,-82,-88,-84,-95,-100,0,0,K-01
-81,-85,-74,-82,-92,-85,-87,-82,-88,-84,-95,-100,0,0,K-01
-81,-85,-74,-84,-92,-85,-87,-82,-88,-84,-95,-100,0,0,K-01
-81,-85,-74,-84,-92,-85,-87,-82,-88,-84,-97,-100,0,0,K-01
-81,-85,-74,-84,-92,-85,-87,-82,-88,-84,-97,-100,0,0,K-01
-81,-79,-74,-84,-92,-85,-87,-82,-88,-84,-97,-100,0,0,K-01
-81,-79,-74,-84,-92,-85,-87,-86,-88,-84,-97,-100,0,0,K-01
-81,-79,-74,-84,-92,-86,-87,-86,-88,-84,-97,-100,0,0,K-01
-81,-79,-73,-84,-92,-86,-87,-86,-88,-84,-97,-100,0,0,K-01
-81,-79,-73,-84,-92,-86,-87,-86,-88,-84,-97,-100,0,0,K-01
-81,-79,-73,-84,-91,-86,-87,-86,-88,-84,-97,-100,0,0,K-01
-81,-79,-73,-84,-91,-86,-87,-86,-95,-84,-97,-100,0,0,K-01
-81,-79,-73,-84,-91,-86,-87,-86,-95,-84,-97,-98,0,0,K-01
-81,-79,-73,-84,-91,-86,-86,-86,-95,-84,-97,-98,0,0,K-01
-79,-79,-73,-84,-91,-86,-86,-86,-95,-84,-97,-98,0,0,K-01
-79,-79,-73,-83,-91,-86,-86,-86,-95,-84,-97,-98,0,0,K-01
-79,-79,-73,-83,-91,-86,-86,-80,-95,-84,-97,-98,0,0,K-01
-79,-78,-73,-83,-91,-86,-86,-80,-95,-84,-97,-98,0,0,K-01
-79,-78,-70,-83,-91,-86,-86,-80,-95,-84,-97,-98,0,0,K-01
-79,-78,-70,-83,-91,-86,-86,-80,-95,-93,-97,-98,0,0,K-01
-79,-78,-70,-83,-91,-86,-86,-80,-95,-93,-97,-98,0,0,K-01
-79,-78,-70,-83,-91,-86,-86,-80,-95,-93,-97,-98,0,0,K-01
-79,-78,-70,-83,-90,-86,-86,-80,-95,-93,-97,-98,0,0,K-01
-79,-78,-70,-83,-90,-92,-86,-80,-95,-93,-97,-98,0,0,K-01
-79,-78,-70,-81,-90,-92,-86,-80,-95,-93,-97,-98,0,0,K-01
-79,-78,-70,-81,-90,-92,-86,-80,-90,-93,-97,-98,0,0,K-01
-79,-78,-70,-81,-90,-92,-86,-80,-90,-93,-94,-98,0,0,K-01
-79,-78,-70,-81,-90,-92,-86,-80,-90,-84,-94,-98,0,0,K-01
-83,-78,-70,-81,-90,-92,-86,-80,-90,-84,-94,-98,0,0,K-01
-83,-86,-70,-81,-90,-92,-86,-80,-90,-84,-94,-98,0,0,K-01
-83,-86,-70,-81,-90,-92,-86,-82,-90,-84,-94,-98,0,0,K-01
-83,-86,-75,-81,-90,-92,-86,-82,-90,-84,-94,-98,0,0,K-01
-83,-86,-75,-81,-90,-90,-86,-82,-90,-84,-94,-98,0,0,K-01
-83,-86,-75,-81,-90,-90,-86,-82,-87,-84,-94,-98,0,0,K-01
-83,-86,-75,-81,-90,-90,-85,-82,-87,-84,-94,-98,0,0,K-01
-83,-86,-75,-81,-90,-90,-85,-82,-87,-84,-94,-98,0,0,K-01
-83,-86,-75,-81,-90,-90,-85,-82,-87,-84,-97,-98,0,0,K-01
-83,-86,-75,-81,-90,-90,-85,-82,-87,-84,-97,-99,0,0,K-01
-83,-86,-75,-81,-94,-90,-85,-82,-87,-84,-97,-99,0,0,K-01
-80,-86,-75,-81,-94,-90,-85,-82,-87,-84,-97,-99,0,0,K-01
-80,-86,-75,-81,-94,-90,-85,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-75,-81,-94,-90,-85,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-81,-94,-90,-85,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-81,-94,-90,-85,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-81,-94,-87,-85,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-81,-94,-87,-86,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-81,-94,-87,-86,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-83,-94,-87,-86,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-83,-94,-87,-86,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-83,-94,-87,-86,-81,-87,-94,-97,-99,0,0,K-01
-80,-85,-72,-83,-94,-87,-86,-81,-87,-84,-97,-99,0,0,K-01
-80,-85,-72,-83,-94,-87,-86,-83,-87,-84,-97,-99,0,0,K-01
-80,-85,-73,-83,-94,-87,-86,-83,-87,-84,-97,-99,0,0,K-01
-80,-79,-73,-83,-94,-87,-86,-83,-87,-84,-97,-99,0,0,K-01
-80,-79,-73,-83,-94,-87,-86,-83,-87,-84,-97,-99,0,0,K-01
-80,-79,-73,-83,-90,-87,-86,-83,-87,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-87,-86,-83,-87,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-87,-86,-83,-96,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-87,-87,-83,-96,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-87,-87,-83,-90,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-87,-87,-83,-90,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-87,-87,-81,-90,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-87,-87,-81,-90,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-85,-87,-81,-90,-84,-97,-99,0,0,K-01
-80,-79,-73,-82,-90,-85,-99,-81,-90,-84,-97,-99,0,0,K-01
-80,-79,-74,-82,-90,-85,-99,-81,-90,-84,-97,-99,0,0,K-01
-80,-79,-74,-82,-90,-85,-99,-81,-90,-84,-98,-99,0,0,K-01
-80,-79,-74,-82,-89,-85,-99,-81,-90,-84,-98,-99,0,0,K-01
-80,-79,-74,-82,-89,-85,-99,-81,-90,-84,-98,-99,0,0,K-01
-80,-79,-74,-81,-89,-85,-99,-81,-90,-84,-98,-99,0,0,K-01
-80,-79,-74,-81,-89,-85,-99,-81,-90,-84,-98,-99,0,0,K-01
-80,-79,-74,-81,-89,-85,-99,-82,-90,-84,-98,-99,0,0,K-01
-81,-79,-74,-81,-89,-85,-99,-82,-90,-84,-98,-99,0,0,K-01
-81,-79,-75,-81,-89,-85,-99,-82,-90,-84,-98,-99,0,0,K-01
-81,-86,-75,-81,-89,-85,-99,-82,-90,-84,-98,-99,0,0,K-01
-81,-86,-75,-81,-89,-90,-99,-82,-90,-84,-98,-99,0,0,K-01
-81,-86,-75,-81,-89,-90,-99,-82,-90,-89,-98,-99,0,0,K-01
-81,-86,-75,-81,-89,-90,-86,-82,-90,-89,-98,-99,0,0,K-01
-81,-86,-75,-80,-89,-90,-86,-82,-90,-89,-98,-99,0,0,K-01
-81,-86,-75,-80,-89,-90,-86,-82,-90,-89,-98,-98,0,0,K-01
-81,-86,-75,-80,-94,-90,-86,-82,-90,-89,-98,-98,0,0,K-01
-81,-86,-75,-80,-94,-90,-86,-82,-90,-89,-95,-98,0,0,K-01
-81,-86,-75,-80,-94,-90,-86,-82,-89,-89,-95,-98,0,0,K-01
-80,-86,-75,-80,-94,-90,-86,-82,-89,-89,-95,-98,0,0,K-01
-80,-86,-75,-80,-94,-90,-86,-82,-89,-88,-95,-98,0,0,K-01
-80,-86,-75,-80,-94,-90,-86,-85,-89,-88,-95,-98,0,0,K-01
-80,-86,-73,-80,-94,-90,-86,-85,-89,-88,-95,-98,0,0,K-01
-80,-86,-73,-80,-94,-88,-86,-85,-89,-88,-95,-98,0,0,K-01
-80,-79,-73,-80,-94,-88,-86,-85,-89,-88,-95,-98,0,0,K-01
-80,-79,-73,-80,-95,-88,-86,-85,-89,-88,-95,-98,0,0,K-01
-80,-79,-73,-83,-95,-88,-86,-85,-89,-88,-95,-98,0,0,K-01
-80,-79,-73,-83,-95,-88,-86,-85,-89,-88,-95,-100,0,0,K-01
